earth_date_time,mars_date_time,sol_number,max_ground_temp(°C),min_ground_temp(°C),max_air_temp(°C),min_air_temp(°C),mean_pressure(Pa),wind_speed(m/h),humidity(%),sunrise,sunset,UV_Radiation,weather
"Earth, 2016-12-06 UTC","Mars, Month 10 - LS 274°",Sol 1541,-8,-76,13,-78,895,Value not available,Value not available,06:09,18:27,high,Sunny
"Earth, 2016-12-05 UTC","Mars, Month 10 - LS 274°",Sol 1540,-3,-72,13,-76,896,Value not available,Value not available,06:08,18:26,high,Sunny
"Earth, 2016-12-04 UTC","Mars, Month 10 - LS 273°",Sol 1539,-1,-74,13,-78,896,Value not available,Value not available,06:08,18:25,high,Sunny
"Earth, 2016-12-03 UTC","Mars, Month 10 - LS 272°",Sol 1538,-3,-73,13,-77,898,Value not available,Value not available,06:07,18:25,high,Sunny
"Earth, 2016-12-02 UTC","Mars, Month 10 - LS 272°",Sol 1537,-7,-74,12,-78,900,Value not available,Value not available,06:06,18:24,high,Sunny
"Earth, 2016-12-01 UTC","Mars, Month 10 - LS 271°",Sol 1536,-4,-71,12,-78,901,Value not available,Value not available,06:06,18:23,high,Sunny
"Earth, 2016-11-30 UTC","Mars, Month 10 - LS 270°",Sol 1535,-1,-73,12,-77,900,Value not available,Value not available,06:05,18:23,high,Sunny
"Earth, 2016-11-29 UTC","Mars, Month 10 - LS 270°",Sol 1534,-2,-73,13,-76,898,Value not available,Value not available,06:04,18:22,high,Sunny
"Earth, 2016-11-28 UTC","Mars, Month 9 - LS 269°",Sol 1533,-4,-72,13,-77,896,Value not available,Value not available,06:03,18:21,high,Sunny
"Earth, 2016-11-27 UTC","Mars, Month 9 - LS 268°",Sol 1532,-3,-72,13,-76,900,Value not available,Value not available,06:03,18:21,moderate,Sunny
"Earth, 2016-11-26 UTC","Mars, Month 9 - LS 268°",Sol 1531,-10,-76,14,-78,900,Value not available,Value not available,06:02,18:20,high,Sunny
"Earth, 2016-11-25 UTC","Mars, Month 9 - LS 267°",Sol 1530,-4,-71,12,-78,899,Value not available,Value not available,06:01,18:19,high,Sunny
"Earth, 2016-11-24 UTC","Mars, Month 9 - LS 267°",Sol 1529,3,-73,11,-77,900,Value not available,Value not available,06:01,18:18,high,Sunny
"Earth, 2016-11-23 UTC","Mars, Month 9 - LS 266°",Sol 1528,-4,-72,12,-75,898,Value not available,Value not available,06:00,18:18,high,Sunny
"Earth, 2016-11-22 UTC","Mars, Month 9 - LS 265°",Sol 1527,-6,-71,12,-75,900,Value not available,Value not available,05:59,18:17,high,Sunny
"Earth, 2016-11-21 UTC","Mars, Month 9 - LS 265°",Sol 1526,-2,-72,13,-74,900,Value not available,Value not available,05:58,18:16,very_high,Sunny
"Earth, 2016-11-20 UTC","Mars, Month 9 - LS 264°",Sol 1525,-2,-74,14,-75,902,Value not available,Value not available,05:58,18:16,high,Sunny
"Earth, 2016-11-18 UTC","Mars, Month 9 - LS 263°",Sol 1524,-4,-76,14,-75,904,Value not available,Value not available,05:57,18:15,high,Sunny
"Earth, 2016-11-17 UTC","Mars, Month 9 - LS 263°",Sol 1523,-10,-77,14,-76,905,Value not available,Value not available,05:56,18:14,high,Sunny
"Earth, 2016-11-16 UTC","Mars, Month 9 - LS 262°",Sol 1522,-2,-71,14,-74,905,Value not available,Value not available,05:56,18:13,high,Sunny
"Earth, 2016-11-15 UTC","Mars, Month 9 - LS 261°",Sol 1521,-1,-71,17,-75,905,Value not available,Value not available,05:55,18:13,high,Sunny
"Earth, 2016-11-14 UTC","Mars, Month 9 - LS 261°",Sol 1520,-2,-73,16,-76,905,Value not available,Value not available,05:54,18:12,high,Sunny
"Earth, 2016-11-13 UTC","Mars, Month 9 - LS 260°",Sol 1519,5,-72,16,-76,906,Value not available,Value not available,05:54,18:11,high,Sunny
"Earth, 2016-11-12 UTC","Mars, Month 9 - LS 259°",Sol 1518,-8,-78,12,-75,909,Value not available,Value not available,05:53,18:10,moderate,Sunny
"Earth, 2016-11-11 UTC","Mars, Month 9 - LS 259°",Sol 1517,2,-76,11,-75,911,Value not available,Value not available,05:52,18:10,moderate,Sunny
"Earth, 2016-11-10 UTC","Mars, Month 9 - LS 258°",Sol 1516,4,-71,20,-75,909,Value not available,Value not available,05:52,18:09,high,Sunny
"Earth, 2016-11-09 UTC","Mars, Month 9 - LS 257°",Sol 1515,3,-76,19,-75,906,Value not available,Value not available,05:51,18:08,high,Sunny
"Earth, 2016-11-08 UTC","Mars, Month 9 - LS 257°",Sol 1514,0,-73,14,-75,906,Value not available,Value not available,05:50,18:08,high,Sunny
"Earth, 2016-11-07 UTC","Mars, Month 9 - LS 256°",Sol 1513,-1,-74,14,-77,907,Value not available,Value not available,05:50,18:07,high,Sunny
"Earth, 2016-11-06 UTC","Mars, Month 9 - LS 255°",Sol 1512,0,-78,16,-75,906,Value not available,Value not available,05:49,18:06,high,Sunny
"Earth, 2016-11-05 UTC","Mars, Month 9 - LS 255°",Sol 1511,0,-77,14,-75,908,Value not available,Value not available,05:48,18:05,high,Sunny
"Earth, 2016-11-04 UTC","Mars, Month 9 - LS 254°",Sol 1510,2,-70,16,-74,908,Value not available,Value not available,05:48,18:05,high,Sunny
"Earth, 2016-11-03 UTC","Mars, Month 9 - LS 254°",Sol 1509,3,-70,16,-73,910,Value not available,Value not available,05:47,18:04,very_high,Sunny
"Earth, 2016-11-02 UTC","Mars, Month 9 - LS 253°",Sol 1508,-2,-70,16,-70,907,Value not available,Value not available,05:46,18:03,very_high,Sunny
"Earth, 2016-11-01 UTC","Mars, Month 9 - LS 252°",Sol 1507,-3,-70,14,-74,907,Value not available,Value not available,05:46,18:03,very_high,Sunny
"Earth, 2016-10-31 UTC","Mars, Month 9 - LS 252°",Sol 1506,-1,-71,15,-73,907,Value not available,Value not available,05:45,18:02,high,Sunny
"Earth, 2016-10-30 UTC","Mars, Month 9 - LS 251°",Sol 1505,2,-69,12,-73,906,Value not available,Value not available,05:44,18:01,high,Sunny
"Earth, 2016-10-29 UTC","Mars, Month 9 - LS 250°",Sol 1504,-1,-69,12,-72,910,Value not available,Value not available,05:44,18:00,moderate,Sunny
"Earth, 2016-10-28 UTC","Mars, Month 9 - LS 250°",Sol 1503,3,-70,12,-72,909,Value not available,Value not available,05:43,18:00,high,Sunny
"Earth, 2016-10-27 UTC","Mars, Month 9 - LS 249°",Sol 1502,0,-69,10,-73,907,Value not available,Value not available,05:42,17:59,high,Sunny
"Earth, 2016-10-26 UTC","Mars, Month 9 - LS 248°",Sol 1501,3,-69,15,-72,903,Value not available,Value not available,05:42,17:58,high,Sunny
"Earth, 2016-10-25 UTC","Mars, Month 9 - LS 248°",Sol 1500,-4,-70,10,-71,903,Value not available,Value not available,05:41,17:58,very_high,Sunny
"Earth, 2016-10-24 UTC","Mars, Month 9 - LS 247°",Sol 1499,-2,-69,11,-75,903,Value not available,Value not available,05:41,17:57,very_high,Sunny
"Earth, 2016-10-23 UTC","Mars, Month 9 - LS 246°",Sol 1498,-9,-68,13,-72,907,Value not available,Value not available,05:40,17:56,high,Sunny
"Earth, 2016-10-22 UTC","Mars, Month 9 - LS 246°",Sol 1497,-5,-68,13,-74,909,Value not available,Value not available,05:39,17:56,high,Sunny
"Earth, 2016-10-21 UTC","Mars, Month 9 - LS 245°",Sol 1496,-8,-72,14,-74,906,Value not available,Value not available,05:39,17:55,high,Sunny
"Earth, 2016-10-20 UTC","Mars, Month 9 - LS 244°",Sol 1495,-7,-71,14,-75,903,Value not available,Value not available,05:38,17:54,high,Sunny
"Earth, 2016-10-19 UTC","Mars, Month 9 - LS 244°",Sol 1494,-8,-70,13,-74,904,Value not available,Value not available,05:38,17:54,high,Sunny
"Earth, 2016-10-18 UTC","Mars, Month 9 - LS 243°",Sol 1493,-11,-70,12,-75,905,Value not available,Value not available,05:37,17:53,high,Sunny
"Earth, 2016-10-17 UTC","Mars, Month 9 - LS 242°",Sol 1492,-10,-68,14,-73,910,Value not available,Value not available,05:37,17:52,high,Sunny
"Earth, 2016-10-16 UTC","Mars, Month 9 - LS 242°",Sol 1491,-8,-69,14,-73,906,Value not available,Value not available,05:36,17:52,high,Sunny
"Earth, 2016-10-15 UTC","Mars, Month 9 - LS 241°",Sol 1490,-10,-66,13,-74,904,Value not available,Value not available,05:36,17:51,high,Sunny
"Earth, 2016-10-14 UTC","Mars, Month 9 - LS 240°",Sol 1489,-8,-68,12,-72,903,Value not available,Value not available,05:35,17:50,high,Sunny
"Earth, 2016-10-12 UTC","Mars, Month 9 - LS 240°",Sol 1488,-6,-69,9,-72,902,Value not available,Value not available,05:35,17:50,very_high,Sunny
"Earth, 2016-10-11 UTC","Mars, Month 8 - LS 239°",Sol 1487,-5,-68,14,-73,901,Value not available,Value not available,05:34,17:49,high,Sunny
"Earth, 2016-10-10 UTC","Mars, Month 8 - LS 239°",Sol 1486,-1,-71,12,-71,901,Value not available,Value not available,05:33,17:48,high,Sunny
"Earth, 2016-10-09 UTC","Mars, Month 8 - LS 238°",Sol 1485,3,-71,18,-72,899,Value not available,Value not available,05:33,17:48,high,Sunny
"Earth, 2016-10-08 UTC","Mars, Month 8 - LS 237°",Sol 1484,4,-68,13,-71,895,Value not available,Value not available,05:32,17:47,high,Sunny
"Earth, 2016-10-07 UTC","Mars, Month 8 - LS 237°",Sol 1483,1,-68,13,-72,892,Value not available,Value not available,05:32,17:47,high,Sunny
"Earth, 2016-10-06 UTC","Mars, Month 8 - LS 236°",Sol 1482,2,-68,14,-72,893,Value not available,Value not available,05:32,17:46,high,Sunny
"Earth, 2016-10-05 UTC","Mars, Month 8 - LS 235°",Sol 1481,1,-70,11,-72,893,Value not available,Value not available,05:31,17:45,high,Sunny
"Earth, 2016-10-04 UTC","Mars, Month 8 - LS 235°",Sol 1480,1,-68,10,-70,893,Value not available,Value not available,05:31,17:45,high,Sunny
"Earth, 2016-10-03 UTC","Mars, Month 8 - LS 234°",Sol 1479,3,-66,9,-70,890,Value not available,Value not available,05:30,17:44,moderate,Sunny
"Earth, 2016-10-02 UTC","Mars, Month 8 - LS 233°",Sol 1478,1,-68,12,-69,887,Value not available,Value not available,05:30,17:44,moderate,Sunny
"Earth, 2016-10-01 UTC","Mars, Month 8 - LS 233°",Sol 1477,0,-72,13,-72,888,Value not available,Value not available,05:29,17:43,high,Sunny
"Earth, 2016-09-30 UTC","Mars, Month 8 - LS 232°",Sol 1476,2,-69,14,-73,888,Value not available,Value not available,05:29,17:43,high,Sunny
"Earth, 2016-09-29 UTC","Mars, Month 8 - LS 231°",Sol 1475,2,-72,13,-71,890,Value not available,Value not available,05:28,17:42,moderate,Sunny
"Earth, 2016-09-28 UTC","Mars, Month 8 - LS 231°",Sol 1474,2,-68,13,-69,889,Value not available,Value not available,05:28,17:41,moderate,Sunny
"Earth, 2016-09-27 UTC","Mars, Month 8 - LS 230°",Sol 1473,4,-67,15,-71,881,Value not available,Value not available,05:28,17:41,moderate,Sunny
"Earth, 2016-09-26 UTC","Mars, Month 8 - LS 229°",Sol 1472,5,-68,17,-73,879,Value not available,Value not available,05:27,17:40,moderate,Sunny
"Earth, 2016-09-25 UTC","Mars, Month 8 - LS 229°",Sol 1471,4,-71,12,-73,880,Value not available,Value not available,05:27,17:40,moderate,Sunny
"Earth, 2016-09-24 UTC","Mars, Month 8 - LS 228°",Sol 1470,1,-70,12,-72,879,Value not available,Value not available,05:26,17:39,moderate,Sunny
"Earth, 2016-09-23 UTC","Mars, Month 8 - LS 228°",Sol 1469,1,-72,13,-71,881,Value not available,Value not available,05:26,17:39,high,Sunny
"Earth, 2016-09-22 UTC","Mars, Month 8 - LS 227°",Sol 1468,5,-70,14,-69,879,Value not available,Value not available,05:26,17:38,high,Sunny
"Earth, 2016-09-21 UTC","Mars, Month 8 - LS 226°",Sol 1467,-4,-69,13,-69,877,Value not available,Value not available,05:25,17:38,high,Sunny
"Earth, 2016-09-20 UTC","Mars, Month 8 - LS 226°",Sol 1466,-6,-67,12,-69,873,Value not available,Value not available,05:25,17:37,high,Sunny
"Earth, 2016-09-19 UTC","Mars, Month 8 - LS 225°",Sol 1465,-3,-68,13,-70,870,Value not available,Value not available,05:25,17:37,high,Sunny
"Earth, 2016-09-18 UTC","Mars, Month 8 - LS 224°",Sol 1464,-6,-71,12,-69,871,Value not available,Value not available,05:24,17:36,high,Sunny
"Earth, 2016-09-17 UTC","Mars, Month 8 - LS 224°",Sol 1463,-1,-68,12,-69,871,Value not available,Value not available,05:24,17:36,high,Sunny
"Earth, 2016-09-16 UTC","Mars, Month 8 - LS 223°",Sol 1462,-5,-68,14,-70,871,Value not available,Value not available,05:24,17:35,high,Sunny
"Earth, 2016-09-15 UTC","Mars, Month 8 - LS 222°",Sol 1461,-7,-69,13,-69,870,Value not available,Value not available,05:23,17:35,high,Sunny
"Earth, 2016-09-14 UTC","Mars, Month 8 - LS 222°",Sol 1460,-4,-70,13,-70,865,Value not available,Value not available,05:23,17:34,high,Sunny
"Earth, 2016-09-13 UTC","Mars, Month 8 - LS 221°",Sol 1459,-2,-71,14,-70,861,Value not available,Value not available,05:23,17:34,high,Sunny
"Earth, 2016-09-12 UTC","Mars, Month 8 - LS 220°",Sol 1458,-1,-69,13,-69,859,Value not available,Value not available,05:23,17:34,high,Sunny
"Earth, 2016-09-11 UTC","Mars, Month 8 - LS 220°",Sol 1457,-5,-69,13,-70,860,Value not available,Value not available,05:22,17:33,high,Sunny
"Earth, 2016-09-10 UTC","Mars, Month 8 - LS 219°",Sol 1456,-1,-69,13,-72,859,Value not available,Value not available,05:22,17:33,high,Sunny
"Earth, 2016-09-09 UTC","Mars, Month 8 - LS 219°",Sol 1455,-4,-70,16,-73,858,Value not available,Value not available,05:22,17:32,high,Sunny
"Earth, 2016-09-08 UTC","Mars, Month 8 - LS 218°",Sol 1454,3,-69,12,-71,854,Value not available,Value not available,05:21,17:32,high,Sunny
"Earth, 2016-09-07 UTC","Mars, Month 8 - LS 217°",Sol 1453,5,-73,12,-73,850,Value not available,Value not available,05:21,17:32,very_high,Sunny
"Earth, 2016-09-06 UTC","Mars, Month 8 - LS 217°",Sol 1452,5,-74,13,-71,845,Value not available,Value not available,05:21,17:31,high,Sunny
"Earth, 2016-09-04 UTC","Mars, Month 8 - LS 216°",Sol 1451,5,-71,13,-71,842,Value not available,Value not available,05:21,17:31,high,Sunny
"Earth, 2016-09-03 UTC","Mars, Month 8 - LS 215°",Sol 1450,5,-69,14,-73,842,Value not available,Value not available,05:21,17:30,high,Sunny
"Earth, 2016-09-02 UTC","Mars, Month 8 - LS 215°",Sol 1449,5,-71,13,-72,841,Value not available,Value not available,05:20,17:30,high,Sunny
"Earth, 2016-09-01 UTC","Mars, Month 8 - LS 214°",Sol 1448,5,-69,19,-74,841,Value not available,Value not available,05:20,17:30,high,Sunny
"Earth, 2016-08-31 UTC","Mars, Month 8 - LS 214°",Sol 1447,4,-74,15,-75,841,Value not available,Value not available,05:20,17:29,high,Sunny
"Earth, 2016-08-30 UTC","Mars, Month 8 - LS 213°",Sol 1446,6,-70,15,-72,841,Value not available,Value not available,05:20,17:29,high,Sunny
"Earth, 2016-08-29 UTC","Mars, Month 8 - LS 212°",Sol 1445,1,-69,14,-72,836,Value not available,Value not available,05:20,17:29,high,Sunny
"Earth, 2016-08-28 UTC","Mars, Month 8 - LS 212°",Sol 1444,8,-69,14,-72,833,Value not available,Value not available,05:19,17:28,high,Sunny
"Earth, 2016-08-27 UTC","Mars, Month 8 - LS 211°",Sol 1443,7,-69,14,-72,831,Value not available,Value not available,05:19,17:28,high,Sunny
"Earth, 2016-08-26 UTC","Mars, Month 8 - LS 210°",Sol 1442,0,-68,14,-73,829,Value not available,Value not available,05:19,17:28,high,Sunny
"Earth, 2016-08-25 UTC","Mars, Month 8 - LS 210°",Sol 1441,10,-74,14,-74,828,Value not available,Value not available,05:19,17:27,high,Sunny
"Earth, 2016-08-24 UTC","Mars, Month 7 - LS 209°",Sol 1440,4,-70,14,-73,828,Value not available,Value not available,05:19,17:27,high,Sunny
"Earth, 2016-08-23 UTC","Mars, Month 7 - LS 208°",Sol 1439,5,-71,15,-75,828,Value not available,Value not available,05:19,17:27,high,Sunny
"Earth, 2016-08-22 UTC","Mars, Month 7 - LS 208°",Sol 1438,11,-68,14,-71,823,Value not available,Value not available,05:19,17:26,high,Sunny
"Earth, 2016-08-21 UTC","Mars, Month 7 - LS 207°",Sol 1437,7,-71,10,-72,821,Value not available,Value not available,05:19,17:26,high,Sunny
"Earth, 2016-08-20 UTC","Mars, Month 7 - LS 207°",Sol 1436,4,-72,10,-71,825,Value not available,Value not available,05:18,17:26,high,Sunny
"Earth, 2016-08-19 UTC","Mars, Month 7 - LS 206°",Sol 1435,4,-71,17,-75,823,Value not available,Value not available,05:18,17:26,high,Sunny
"Earth, 2016-08-18 UTC","Mars, Month 7 - LS 205°",Sol 1434,0,-70,15,-75,818,Value not available,Value not available,05:18,17:25,high,Sunny
"Earth, 2016-08-17 UTC","Mars, Month 7 - LS 205°",Sol 1433,6,-70,14,-73,818,Value not available,Value not available,05:18,17:25,high,Sunny
"Earth, 2016-08-16 UTC","Mars, Month 7 - LS 204°",Sol 1432,7,-71,16,-71,813,Value not available,Value not available,05:18,17:25,high,Sunny
"Earth, 2016-08-15 UTC","Mars, Month 7 - LS 204°",Sol 1431,7,-69,9,-68,811,Value not available,Value not available,05:18,17:25,high,Sunny
"Earth, 2016-08-14 UTC","Mars, Month 7 - LS 203°",Sol 1430,5,-69,9,-70,810,Value not available,Value not available,05:18,17:24,high,Sunny
"Earth, 2016-08-13 UTC","Mars, Month 7 - LS 202°",Sol 1429,4,-70,9,-71,810,Value not available,Value not available,05:18,17:24,very_high,Sunny
"Earth, 2016-08-12 UTC","Mars, Month 7 - LS 202°",Sol 1428,4,-72,24,-69,808,Value not available,Value not available,05:18,17:24,very_high,Sunny
"Earth, 2016-08-11 UTC","Mars, Month 7 - LS 201°",Sol 1427,8,-72,14,-69,807,Value not available,Value not available,05:18,17:24,very_high,Sunny
"Earth, 2016-08-10 UTC","Mars, Month 7 - LS 200°",Sol 1426,-6,-71,10,-69,803,Value not available,Value not available,05:18,17:24,high,Sunny
"Earth, 2016-08-09 UTC","Mars, Month 7 - LS 200°",Sol 1425,-8,-72,10,-68,804,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2016-08-08 UTC","Mars, Month 7 - LS 199°",Sol 1424,-8,-72,10,-70,803,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2016-08-07 UTC","Mars, Month 7 - LS 199°",Sol 1423,-9,-71,9,-71,800,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2016-08-06 UTC","Mars, Month 7 - LS 198°",Sol 1422,-9,-72,11,-69,798,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2016-08-05 UTC","Mars, Month 7 - LS 197°",Sol 1421,-9,-72,8,-69,797,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2016-08-04 UTC","Mars, Month 7 - LS 197°",Sol 1420,-8,-71,9,-68,793,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2016-08-03 UTC","Mars, Month 7 - LS 196°",Sol 1419,-7,-73,9,-69,793,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2016-08-02 UTC","Mars, Month 7 - LS 196°",Sol 1418,-9,-73,10,-71,793,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2016-08-01 UTC","Mars, Month 7 - LS 195°",Sol 1417,-8,-70,9,-71,791,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2016-07-31 UTC","Mars, Month 7 - LS 194°",Sol 1416,5,-72,11,-71,791,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2016-07-29 UTC","Mars, Month 7 - LS 194°",Sol 1415,8,-72,10,-71,787,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2016-07-28 UTC","Mars, Month 7 - LS 193°",Sol 1414,7,-73,12,-72,785,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2016-07-27 UTC","Mars, Month 7 - LS 193°",Sol 1413,5,-72,10,-72,784,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-26 UTC","Mars, Month 7 - LS 192°",Sol 1412,4,-78,11,-73,784,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-25 UTC","Mars, Month 7 - LS 191°",Sol 1411,6,-72,8,-73,782,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-24 UTC","Mars, Month 7 - LS 191°",Sol 1410,7,-72,14,-76,782,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-23 UTC","Mars, Month 7 - LS 190°",Sol 1409,-9,-74,13,-76,781,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-22 UTC","Mars, Month 7 - LS 190°",Sol 1408,-10,-75,14,-76,779,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-21 UTC","Mars, Month 7 - LS 189°",Sol 1407,-9,-74,13,-75,779,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-20 UTC","Mars, Month 7 - LS 188°",Sol 1406,-9,-76,14,-77,775,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-19 UTC","Mars, Month 7 - LS 188°",Sol 1405,-2,-75,12,-78,775,Value not available,Value not available,05:18,17:21,very_high,Sunny
"Earth, 2016-07-18 UTC","Mars, Month 7 - LS 187°",Sol 1404,-10,-75,11,-78,774,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2016-07-17 UTC","Mars, Month 7 - LS 187°",Sol 1403,-9,-75,11,-76,771,Value not available,Value not available,05:18,17:20,very_high,Sunny
