,matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
3795,m_127,p_90,during the match,head,6.98,-4.24,5,2,medium,70,10,kick to the defense
3796,m_177,p_133,during the match,left foot,20.7,-8.73,3,0,medium,85,13,missed opportunity
3797,m_114,p_12,during the match,left foot,9.73,-2.24,1,0,medium,32,39,goal
3798,m_56,p_53,during the match,head,7.48,2.49,1,0,medium,50,1,goalkeeper save
3799,m_217,p_125,during the match,right foot,13.22,17.21,3,1,high,36,48,kick to the defense
3800,m_226,p_55,during the match,left foot,22.2,2.24,4,2,low,13,32,missed opportunity
3801,m_232,p_13,during the match,right foot,24.19,-9.48,3,1,medium,7,48,missed opportunity
3802,m_117,p_49,during the match,left foot,19.45,-13.47,2,0,medium,43,51,missed opportunity
3803,m_81,p_103,during the match,right foot,13.22,14.96,2,0,low,50,28,goalkeeper save
3804,m_70,p_94,during the match,right foot,21.2,-15.46,3,0,medium,78,35,missed opportunity
3805,m_157,p_142,during the match,right foot,19.2,2.24,3,0,low,6,17,missed opportunity
3806,m_186,p_13,during the match,right foot,2.74,-5.74,1,0,low,91,7,goal
3807,m_132,p_123,during the match,right foot,9.73,-7.48,3,0,low,45,32,goalkeeper save
3808,m_46,p_1,during the match,left foot,10.97,7.73,3,0,low,83,56,missed opportunity
3809,m_238,p_28,during the match,right foot,5.74,-13.97,1,0,low,74,50,kick to the defense
3810,m_209,p_118,direct free kick,right foot,32.17,8.23,5,1,low,60,22,kick to the defense
3811,m_179,p_41,during the match,left foot,28.68,2.74,3,0,high,5,26,goalkeeper save
3812,m_115,p_1,during the match,right foot,11.97,3.24,1,0,low,81,40,goal
3813,m_95,p_82,during the match,head,8.23,1.5,2,0,high,33,47,missed opportunity
3814,m_59,p_74,during the match,left foot,4.24,7.23,1,0,medium,31,38,goal
3815,m_15,p_134,during the match,head,3.24,-4.99,4,0,medium,46,40,goalkeeper save
3816,m_133,p_103,during the match,right foot,22.2,9.48,3,0,low,23,2,goalkeeper save
3817,m_3,p_3,during the match,left foot,8.98,-1.75,3,0,low,24,12,goal
3818,m_76,p_16,during the match,right foot,19.45,10.72,3,0,medium,82,19,goalkeeper save
3819,m_47,p_154,during the match,right foot,13.97,-0.5,2,0,low,33,0,kick to the defense
3820,m_124,p_45,during the match,left foot,8.73,10.23,2,0,low,39,7,goal
3821,m_215,p_8,during the match,head,13.97,12.72,1,0,medium,12,37,goalkeeper save
3822,m_48,p_43,during the match,right foot,11.22,-15.71,2,0,medium,48,45,missed opportunity
3823,m_126,p_123,during the match,head,13.22,5.49,5,2,high,14,22,kick to the defense
3824,m_75,p_82,during the match,right foot,13.97,1.5,1,0,medium,62,40,kick to the crossbar
3825,m_131,p_135,during the match,left foot,7.48,10.72,1,0,medium,20,47,goal
3826,m_40,p_29,during the match,right foot,28.18,-5.74,3,0,medium,70,36,goalkeeper save
3827,m_166,p_59,during the match,right foot,9.98,-7.48,2,0,medium,44,9,goalkeeper save
3828,m_187,p_117,during the match,right foot,9.73,-2.49,1,0,medium,60,10,kick to the defense
3829,m_140,p_23,during the match,left foot,13.47,10.97,1,0,medium,16,1,missed opportunity
3830,m_168,p_38,during the match,right foot,12.22,13.22,3,0,medium,34,17,goalkeeper save
3831,m_164,p_65,during the match,left foot,24.44,2.24,3,0,low,37,51,kick to the defense
3832,m_177,p_141,during the match,right foot,20.7,-10.72,2,1,low,54,31,goalkeeper save
3833,m_115,p_97,during the match,right foot,7.73,-1.0,2,0,low,78,20,goal
3834,m_240,p_45,penalty,left foot,10.97,0.0,1,0,low,56,44,goal
3835,m_177,p_62,during the match,right foot,24.94,2.0,3,0,high,15,49,kick to the defense
3836,m_182,p_50,during the match,right foot,22.94,-11.72,2,0,medium,71,33,kick to the defense
3837,m_95,p_45,during the match,right foot,18.21,0.75,3,1,low,62,41,kick to the defense
3838,m_128,p_6,during the match,left foot,30.67,14.71,5,3,low,35,56,missed opportunity
3839,m_161,p_36,direct free kick,left foot,25.69,-11.22,7,1,low,7,51,goalkeeper save
3840,m_196,p_108,during the match,head,4.49,0.5,3,0,medium,21,6,kick to the defense
3841,m_51,p_56,during the match,right foot,8.98,-13.47,1,0,low,38,21,goalkeeper save
3842,m_189,p_60,during the match,right foot,26.19,-15.46,2,0,low,47,14,missed opportunity
3843,m_203,p_24,during the match,left foot,9.23,-3.49,4,0,high,36,4,kick to the defense
3844,m_24,p_137,during the match,left foot,7.98,10.72,1,0,low,81,37,missed opportunity
3845,m_177,p_2,during the match,right foot,15.96,-0.5,4,0,high,6,8,kick to the defense
3846,m_168,p_34,during the match,head,11.72,-5.49,3,0,high,86,50,goalkeeper save
3847,m_62,p_3,during the match,right foot,9.48,-6.24,2,0,medium,0,42,kick to the defense
3848,m_107,p_92,during the match,right foot,11.47,-9.73,2,0,medium,83,23,goalkeeper save
3849,m_134,p_111,during the match,right foot,11.97,-2.0,2,0,high,59,40,goalkeeper save
3850,m_28,p_83,during the match,left foot,23.94,11.72,3,1,medium,16,38,missed opportunity
3851,m_182,p_120,during the match,right foot,13.47,-3.74,3,1,high,51,21,goalkeeper save
3852,m_62,p_132,during the match,right foot,2.99,6.24,1,0,high,5,9,missed opportunity
3853,m_82,p_23,during the match,right foot,3.74,-9.48,2,0,medium,30,2,kick to the defense
3854,m_169,p_96,during the match,right foot,8.73,11.72,3,1,medium,14,2,missed opportunity
3855,m_3,p_157,during the match,right foot,24.44,-5.74,2,0,low,47,23,goalkeeper save
3856,m_13,p_153,during the match,head,6.98,-2.0,2,0,medium,41,23,missed opportunity
3857,m_236,p_22,during the match,head,4.24,-5.24,2,0,medium,90,57,missed opportunity
3858,m_135,p_45,during the match,right foot,24.19,-9.98,4,0,medium,4,9,missed opportunity
3859,m_233,p_143,during the match,right foot,15.46,-9.73,2,0,low,62,4,missed opportunity
3860,m_226,p_76,during the match,left foot,10.47,10.72,2,0,medium,81,28,kick to the defense
3861,m_130,p_132,during the match,right foot,18.45,-3.24,2,0,low,53,1,goal
3862,m_83,p_26,during the match,right foot,4.24,-2.24,1,1,low,52,44,goal
3863,m_26,p_83,during the match,right foot,23.19,-1.75,2,0,medium,85,51,goalkeeper save
3864,m_13,p_154,during the match,left foot,12.72,-15.71,2,0,low,50,1,missed opportunity
3865,m_227,p_141,during the match,head,8.48,0.25,4,0,high,18,42,goalkeeper save
3866,m_154,p_118,during the match,head,9.98,-5.99,2,0,high,47,7,goalkeeper save
3867,m_13,p_48,during the match,left foot,10.72,3.74,3,0,medium,80,16,kick to the defense
3868,m_116,p_150,during the match,left foot,13.72,12.47,4,0,medium,3,4,goalkeeper save
3869,m_87,p_9,during the match,left foot,9.98,6.24,1,0,low,34,21,goalkeeper save
3870,m_136,p_67,during the match,right foot,3.99,-5.49,4,0,high,44,17,goalkeeper save
3871,m_128,p_21,during the match,left foot,2.0,12.72,2,0,low,20,35,missed opportunity
3872,m_187,p_108,during the match,right foot,29.93,-15.21,4,1,low,74,54,missed opportunity
3873,m_95,p_23,during the match,head,13.47,-3.24,3,0,medium,78,53,goalkeeper save
3874,m_34,p_113,during the match,left foot,8.23,3.74,1,0,medium,32,28,goalkeeper save
3875,m_215,p_104,direct free kick,right foot,12.22,21.45,3,0,low,54,45,goal
3876,m_32,p_24,during the match,left foot,24.19,12.97,2,0,medium,66,51,missed opportunity
3877,m_62,p_47,during the match,right foot,11.22,-12.22,5,1,medium,41,17,kick to the defense
3878,m_35,p_69,during the match,right foot,13.47,-1.0,1,0,low,57,27,goalkeeper save
3879,m_14,p_16,during the match,right foot,23.44,8.98,2,0,low,69,37,missed opportunity
3880,m_20,p_102,during the match,right foot,18.21,-5.74,2,0,medium,64,22,missed opportunity
3881,m_61,p_124,during the match,right foot,4.74,0.5,0,0,low,26,34,goal
3882,m_65,p_133,during the match,right foot,26.68,-9.98,2,0,low,63,22,kick to the defense
3883,m_159,p_79,during the match,right foot,21.2,8.48,2,0,low,22,13,missed opportunity
3884,m_34,p_83,during the match,head,4.74,3.74,2,0,low,79,1,missed opportunity
3885,m_34,p_115,during the match,right foot,25.69,2.24,2,0,low,57,56,missed opportunity
3886,m_62,p_44,during the match,right foot,12.72,-8.98,3,0,medium,57,11,missed opportunity
3887,m_30,p_91,during the match,right foot,15.46,3.24,6,2,medium,23,46,kick to the defense
3888,m_94,p_69,penalty,right foot,10.97,0.0,1,0,low,16,26,goalkeeper save
3889,m_83,p_61,during the match,right foot,13.47,7.98,2,0,low,39,25,missed opportunity
3890,m_102,p_123,during the match,right foot,9.98,-2.74,1,0,high,45,11,goal
3891,m_106,p_159,during the match,head,6.73,2.0,3,0,medium,62,5,goalkeeper save
3892,m_155,p_112,during the match,head,4.99,2.0,1,1,high,63,24,missed opportunity
3893,m_104,p_32,during the match,right foot,3.74,7.48,1,0,low,7,34,missed opportunity
3894,m_104,p_60,during the match,right foot,8.48,9.73,1,0,high,32,26,goalkeeper save
3895,m_52,p_124,during the match,right foot,4.24,2.49,1,0,low,62,3,goal
3896,m_63,p_100,during the match,right foot,10.72,22.44,3,0,medium,0,44,goalkeeper save
3897,m_103,p_158,during the match,right foot,13.72,3.24,1,0,medium,54,52,goalkeeper save
3898,m_106,p_98,during the match,right foot,7.48,-12.47,1,0,high,31,49,goalkeeper save
3899,m_68,p_88,during the match,right foot,13.72,1.0,2,0,low,37,41,goalkeeper save
3900,m_179,p_129,during the match,left foot,19.45,8.98,2,0,medium,7,22,goalkeeper save
3901,m_198,p_8,during the match,right foot,18.21,0.5,2,1,medium,78,22,kick to the defense
3902,m_146,p_23,during the match,left foot,18.21,12.47,4,0,low,23,10,kick to the defense
3903,m_36,p_42,during the match,left foot,10.47,16.46,2,0,high,27,42,missed opportunity
3904,m_106,p_109,during the match,left foot,8.73,3.74,2,0,high,65,59,kick to the defense
3905,m_164,p_87,during the match,right foot,21.7,0.25,4,0,low,75,29,kick to the defense
3906,m_45,p_38,during the match,left foot,20.95,-12.47,4,1,medium,54,24,missed opportunity
3907,m_176,p_126,during the match,right foot,14.46,-12.97,2,0,medium,45,17,missed opportunity
3908,m_182,p_113,during the match,head,9.98,-1.75,3,0,high,53,51,kick to the defense
3909,m_125,p_81,during the match,right foot,19.45,-5.99,2,0,medium,92,9,missed opportunity
3910,m_60,p_52,during the match,left foot,13.22,-10.72,1,0,low,92,47,goalkeeper save
3911,m_205,p_119,during the match,right foot,17.46,-5.74,3,2,medium,93,59,goalkeeper save
3912,m_240,p_131,during the match,left foot,24.94,-14.46,4,2,low,39,53,missed opportunity
3913,m_45,p_60,during the match,head,12.47,4.49,2,0,low,88,35,missed opportunity
3914,m_113,p_59,penalty,right foot,10.97,0.0,1,0,low,59,4,goalkeeper save
3915,m_181,p_107,during the match,right foot,24.19,-12.47,2,0,low,26,18,kick to the defense
3916,m_198,p_105,during the match,head,6.48,-1.75,4,0,low,52,42,missed opportunity
3917,m_7,p_109,during the match,right foot,7.73,7.98,1,0,medium,77,4,kick to the defense
3918,m_203,p_107,during the match,right foot,22.69,-11.72,3,0,medium,70,6,missed opportunity
3919,m_36,p_99,during the match,right foot,8.48,-3.74,2,0,medium,81,45,goalkeeper save
3920,m_183,p_148,during the match,left foot,12.97,-12.97,3,0,high,15,19,missed opportunity
3921,m_167,p_122,during the match,left foot,13.22,-4.49,2,0,medium,89,51,goal
3922,m_175,p_117,during the match,right foot,1.75,2.99,0,0,medium,73,11,goal
3923,m_6,p_37,during the match,left foot,24.44,3.49,5,2,low,29,30,missed opportunity
3924,m_10,p_77,during the match,right foot,12.47,-14.96,3,0,medium,39,23,kick to the defense
3925,m_168,p_22,during the match,right foot,13.22,-9.98,3,0,low,14,47,goalkeeper save
3926,m_162,p_121,during the match,right foot,13.22,10.72,2,0,medium,15,8,goal
3927,m_14,p_156,during the match,left foot,9.73,9.48,3,0,low,84,11,goal
3928,m_230,p_6,during the match,right foot,5.49,-8.73,1,0,low,67,7,missed opportunity
3929,m_49,p_152,during the match,left foot,6.24,7.73,1,0,low,63,3,goalkeeper save
3930,m_81,p_44,during the match,left foot,18.21,-1.75,3,0,high,29,58,kick to the defense
3931,m_223,p_55,during the match,right foot,25.44,-2.99,2,0,low,54,28,goalkeeper save
3932,m_165,p_137,direct free kick,right foot,22.69,-1.0,8,1,low,26,39,kick to the defense
3933,m_177,p_98,during the match,head,12.22,2.99,1,0,medium,33,9,missed opportunity
3934,m_206,p_21,during the match,left foot,9.48,12.72,2,0,medium,59,29,missed opportunity
3935,m_190,p_33,during the match,right foot,28.68,-10.72,3,1,medium,8,49,kick to the defense
3936,m_46,p_144,during the match,right foot,22.69,-10.72,2,0,low,79,35,missed opportunity
3937,m_92,p_123,during the match,left foot,23.94,5.74,3,0,low,44,7,goalkeeper save
3938,m_179,p_149,during the match,left foot,19.45,-11.22,1,0,medium,50,9,missed opportunity
3939,m_103,p_51,during the match,right foot,17.96,-1.0,3,1,low,78,46,missed opportunity
3940,m_88,p_132,direct free kick,right foot,21.7,8.98,7,2,low,68,8,kick to the defense
3941,m_207,p_100,during the match,left foot,15.96,7.23,1,0,medium,54,0,missed opportunity
3942,m_54,p_148,during the match,right foot,12.97,-1.5,4,0,medium,12,9,missed opportunity
3943,m_29,p_86,during the match,head,10.97,3.99,3,0,high,48,20,kick to the defense
3944,m_110,p_80,during the match,left foot,20.45,6.24,3,0,medium,76,46,missed opportunity
3945,m_89,p_25,during the match,right foot,13.72,2.74,2,1,low,56,59,missed opportunity
3946,m_41,p_30,during the match,right foot,7.73,-4.24,1,0,high,9,8,goalkeeper save
3947,m_23,p_6,during the match,left foot,22.69,-1.75,2,0,low,35,35,missed opportunity
3948,m_81,p_123,during the match,left foot,1.75,-15.71,1,0,low,71,14,goalkeeper save
3949,m_98,p_48,during the match,left foot,8.48,-2.0,2,1,medium,64,39,kick to the defense
3950,m_27,p_108,during the match,right foot,23.94,-0.75,3,0,medium,46,57,missed opportunity
3951,m_212,p_1,during the match,left foot,7.48,11.22,1,0,low,29,37,kick to the crossbar
3952,m_222,p_96,during the match,left foot,26.19,20.95,2,0,low,58,25,missed opportunity
3953,m_182,p_125,during the match,right foot,20.95,6.73,2,0,medium,94,51,goalkeeper save
3954,m_222,p_115,during the match,other,7.23,-0.75,1,0,,73,13,own goal
3955,m_195,p_113,direct free kick,left foot,24.94,-5.24,6,0,low,83,40,goal
3956,m_130,p_25,during the match,right foot,13.22,12.22,2,0,high,83,37,kick to the defense
3957,m_188,p_160,during the match,left foot,10.47,-5.99,1,0,medium,42,51,goalkeeper save
3958,m_51,p_94,during the match,left foot,23.94,15.46,4,1,medium,65,38,missed opportunity
3959,m_27,p_13,during the match,right foot,16.21,-1.75,3,0,low,23,44,missed opportunity
3960,m_192,p_142,during the match,right foot,13.47,10.97,3,0,medium,55,9,kick to the defense
3961,m_79,p_95,during the match,right foot,15.46,3.74,2,1,medium,56,43,goal
3962,m_141,p_89,during the match,right foot,28.43,-2.0,2,0,medium,35,1,missed opportunity
3963,m_70,p_91,during the match,right foot,7.48,-12.97,2,0,medium,47,24,goalkeeper save
3964,m_138,p_38,during the match,left foot,8.48,-5.99,2,0,high,89,22,kick to the defense
3965,m_43,p_5,during the match,left foot,5.99,0.75,3,0,low,87,3,missed opportunity
3966,m_159,p_143,during the match,head,8.23,-1.25,1,0,high,70,17,missed opportunity
3967,m_89,p_115,during the match,right foot,2.24,0.25,0,0,high,73,57,goal
3968,m_165,p_143,during the match,head,9.98,-6.48,4,1,medium,50,21,goalkeeper save
3969,m_77,p_148,during the match,right foot,20.95,12.47,4,1,medium,41,37,goalkeeper save
3970,m_69,p_21,during the match,right foot,20.2,11.72,4,0,high,66,54,missed opportunity
3971,m_177,p_71,during the match,right foot,11.47,6.73,1,0,low,22,56,goalkeeper save
3972,m_97,p_22,during the match,left foot,25.44,1.75,3,0,high,66,10,goalkeeper save
3973,m_2,p_48,during the match,right foot,24.94,-1.75,3,1,medium,50,44,goalkeeper save
3974,m_72,p_83,during the match,left foot,17.96,-15.71,2,1,low,52,22,kick to the defense
3975,m_4,p_121,during the match,right foot,26.43,6.98,2,0,high,5,52,goalkeeper save
3976,m_155,p_29,during the match,right foot,28.43,-2.99,3,0,low,1,24,missed opportunity
3977,m_77,p_110,during the match,right foot,27.68,-0.75,2,1,low,29,19,goalkeeper save
3978,m_105,p_149,during the match,right foot,22.44,-1.0,2,0,low,69,0,kick to the defense
3979,m_38,p_138,during the match,right foot,19.45,3.24,3,2,medium,18,56,missed opportunity
3980,m_71,p_140,during the match,left foot,8.73,-4.99,3,1,high,29,56,kick to the defense
3981,m_212,p_86,during the match,right foot,27.18,-14.71,3,0,medium,5,39,kick to the defense
3982,m_24,p_94,during the match,right foot,20.7,-3.49,3,1,low,38,37,missed opportunity
3983,m_85,p_82,during the match,right foot,14.46,1.75,4,0,high,55,51,kick to the defense
3984,m_109,p_127,direct free kick,right foot,29.93,1.5,7,2,low,22,35,missed opportunity
3985,m_116,p_5,during the match,left foot,23.69,-8.73,3,1,low,50,18,goalkeeper save
3986,m_124,p_126,during the match,right foot,26.93,2.74,3,0,medium,30,28,missed opportunity
3987,m_136,p_69,during the match,right foot,13.22,1.25,2,0,low,43,38,goal
3988,m_195,p_131,direct free kick,right foot,1.0,-33.92,5,2,low,19,57,goalkeeper save
3989,m_85,p_120,during the match,left foot,14.46,0.25,1,0,high,36,35,kick to the defense
3990,m_33,p_78,during the match,head,15.96,0.75,2,0,medium,67,18,goalkeeper save
3991,m_174,p_91,during the match,right foot,20.2,8.73,3,0,high,80,18,missed opportunity
3992,m_89,p_6,during the match,left foot,24.44,10.72,4,0,medium,29,13,missed opportunity
3993,m_26,p_96,during the match,left foot,28.43,-5.49,2,0,low,73,33,missed opportunity
3994,m_31,p_55,during the match,right foot,6.98,14.46,2,0,medium,35,27,goalkeeper save
3995,m_47,p_96,direct free kick,left foot,9.98,-23.44,3,0,low,45,17,goalkeeper save
3996,m_191,p_158,direct free kick,right foot,21.7,0.75,7,2,low,54,13,kick to the defense
3997,m_179,p_115,during the match,left foot,0.5,-7.73,3,0,high,43,53,missed opportunity
3998,m_191,p_76,during the match,left foot,27.43,3.24,3,0,low,29,8,missed opportunity
3999,m_88,p_143,direct free kick,left foot,25.69,-6.98,8,2,low,73,53,kick to the defense
4000,m_75,p_96,during the match,head,26.68,-8.73,4,0,medium,55,50,kick to the defense
4001,m_101,p_28,during the match,head,8.98,-9.23,2,0,medium,2,8,missed opportunity
4002,m_163,p_130,during the match,right foot,9.73,-16.21,1,0,medium,50,48,kick to the defense
4003,m_19,p_51,during the match,left foot,9.73,0.0,4,0,medium,71,48,kick to the defense
4004,m_219,p_68,during the match,left foot,4.74,-2.74,1,0,medium,87,48,missed opportunity
4005,m_189,p_29,during the match,right foot,9.23,-8.23,2,0,medium,52,10,missed opportunity
